gene,score,logfoldchange,pval,pval_adj
SMAP2,59.50978469848633,0.8077958822250366,0.0,0.0
SPCS1,59.454593658447266,0.8514611124992371,0.0,0.0
MANF,59.22016906738281,0.9557965397834778,0.0,0.0
ERO1A,59.13581085205078,0.7824522852897644,0.0,0.0
IGLC1,59.078086853027344,2.0233092308044434,0.0,0.0
TRBC2,58.570556640625,0.9670051336288452,0.0,0.0
TMEM176B,57.79562759399414,1.1214808225631714,0.0,0.0
CTSC,57.769596099853516,0.6776431798934937,0.0,0.0
MT-ND5,57.517940521240234,0.5974081754684448,0.0,0.0
GOLM1,57.337581634521484,1.3521525859832764,0.0,0.0
PLAAT4,57.27519607543945,0.693252682685852,0.0,0.0
DRAP1,57.1724739074707,0.6630191802978516,0.0,0.0
CEACAM6,56.93217849731445,0.7704134583473206,0.0,0.0
LUM,56.81486129760742,0.746830403804779,0.0,0.0
SEL1L3,56.13517379760742,0.6406278610229492,0.0,0.0
BGN,55.87543869018555,0.7648926973342896,0.0,0.0
IFITM3,55.77666091918945,0.6162938475608826,0.0,0.0
COTL1,55.53517532348633,0.9014835953712463,0.0,0.0
WFDC2,55.37159729003906,0.8088817000389099,0.0,0.0
ATP5F1E,55.21696853637695,0.7207285761833191,0.0,0.0
PNRC1,55.1550178527832,0.504340648651123,0.0,0.0
JAK3,55.13764572143555,1.0342038869857788,0.0,0.0
CORO1A,55.11963653564453,0.6056137681007385,0.0,0.0
CLPTM1L,54.6909065246582,0.723845899105072,0.0,0.0
TMED9,54.481258392333984,0.7892609238624573,0.0,0.0
CXCL14,54.407291412353516,3.4346117973327637,0.0,0.0
NHP2,53.95680618286133,1.1224571466445923,0.0,0.0
SFRP2,53.93535614013672,1.984161376953125,0.0,0.0
MYDGF,53.84156036376953,0.711485743522644,0.0,0.0
ISG15,53.75084686279297,1.0551631450653076,0.0,0.0
PIM2,53.48807907104492,1.0237722396850586,0.0,0.0
CCNI,53.38718795776367,0.48835644125938416,0.0,0.0
ABCC3,53.00437545776367,1.1027575731277466,0.0,0.0
PRDX4,52.9664306640625,1.2413032054901123,0.0,0.0
SRM,52.95787048339844,1.190772533416748,0.0,0.0
FTL,52.82392883300781,0.43185684084892273,0.0,0.0
VCAN,52.76646423339844,1.1619800329208374,0.0,0.0
LGALS1,52.63177490234375,0.5229125618934631,0.0,0.0
PDIA6,52.52342224121094,0.7345638871192932,0.0,0.0
ARL6IP5,52.48725509643555,0.7025208473205566,0.0,0.0
SRGN,52.39802932739258,0.5343736410140991,0.0,0.0
COL6A3,52.21599197387695,0.6810624599456787,0.0,0.0
YWHAZ,52.20534896850586,0.5723878741264343,0.0,0.0
SERF2,51.92464828491211,0.6372326612472534,0.0,0.0
HIST1H1C,51.92103576660156,0.5781258940696716,0.0,0.0
VMP1,51.82661437988281,0.48403987288475037,0.0,0.0
S100A10,51.825531005859375,0.4788890480995178,0.0,0.0
LAPTM4B,51.776248931884766,0.9187794923782349,0.0,0.0
SSR2,51.74014663696289,0.5417082905769348,0.0,0.0
GPX4,51.71440505981445,0.47231024503707886,0.0,0.0
IFI30,51.66750717163086,0.5380630493164062,0.0,0.0
IDH2,51.61997985839844,0.6886942386627197,0.0,0.0
LMAN2,51.2658576965332,0.5127734541893005,0.0,0.0
HIST1H1B,51.005733489990234,2.237563133239746,0.0,0.0
S100A11,50.93992614746094,0.5516508221626282,0.0,0.0
CUTA,50.86149978637695,0.7296402454376221,0.0,0.0
TUBA1B,50.74748611450195,1.571576476097107,0.0,0.0
RAC2,50.617435455322266,0.6000464558601379,0.0,0.0
OCIAD2,50.5616340637207,1.1902384757995605,0.0,0.0
PSMB1,50.48095703125,0.5708432197570801,0.0,0.0
SDF4,50.24093246459961,0.5381997227668762,0.0,0.0
PPDPF,50.17949676513672,0.6992793083190918,0.0,0.0
P4HB,50.14430236816406,0.6703639626502991,0.0,0.0
IFNGR2,49.949119567871094,0.6869137287139893,0.0,0.0
GRN,49.879486083984375,0.4787086248397827,0.0,0.0
PGD,49.85567092895508,0.8167606592178345,0.0,0.0
ST6GAL1,49.6597900390625,0.6716649532318115,0.0,0.0
PLTP,49.46444320678711,0.909867525100708,0.0,0.0
PDIA3,49.33787536621094,0.6514682769775391,0.0,0.0
NME1,49.26680374145508,1.6067171096801758,0.0,0.0
CYTIP,49.009735107421875,0.6061444878578186,0.0,0.0
AKR1A1,48.95797348022461,0.6178907752037048,0.0,0.0
IFI16,48.91273498535156,0.515524685382843,0.0,0.0
TAP2,48.91100311279297,0.5454155206680298,0.0,0.0
LDHB,48.91072463989258,0.792530357837677,0.0,0.0
CDK4,48.88349914550781,0.9960150718688965,0.0,0.0
MGAT2,48.67423629760742,0.9290373921394348,0.0,0.0
PPIB,48.63808822631836,0.6683458685874939,0.0,0.0
ATP5F1D,48.61395263671875,0.8154118657112122,0.0,0.0
CAPZB,48.41332244873047,0.542122483253479,0.0,0.0
KDELR2,48.38264083862305,1.0459116697311401,0.0,0.0
APOE,48.356468200683594,0.536164402961731,0.0,0.0
SEC11C,48.30686569213867,0.7283946871757507,0.0,0.0
EIF3H,48.25861740112305,1.0310602188110352,0.0,0.0
CLDN4,48.22881317138672,0.7406525611877441,0.0,0.0
RHOA,48.099822998046875,0.4795182943344116,0.0,0.0
MMP14,48.077728271484375,0.6821213960647583,0.0,0.0
HYOU1,48.05568313598633,0.683090329170227,0.0,0.0
SYNGR2,47.65065002441406,0.43498140573501587,0.0,0.0
